model,min,T,A
A_T2,0.02,51.96,0.0345
A_T2,0.01,52,0.0345
A_T2,0.04,52.03,0.0345
A_T2,0.01,52.07,0.0345
A_T2,0.04,52.1,0.0345
A_T2,0.01,52.16,0.0345
A_T2,0.04,52.19,0.0345
A_T2,0.01,52.23,0.0345
A_T2,0.04,52.28,0.0345
A_T2,0.01,52.31,0.0345
A_T2,0.02,52.35,0.0345
A_T2,0.03,52.39,0.0345
A_T2,0.02,52.43,0.0345
A_T2,0.03,52.46,0.0345
A_T2,0.02,52.51,0.0345
A_T2,0.03,52.55,0.0345
A_T2,0.02,52.59,0.0345
A_T2,0.03,52.62,0.0345
A_T2,0.02,52.66,0.0345
A_T2,0.02,52.7,0.0345
A_T2,0.03,52.74,0.0345
A_T2,0.02,52.78,0.0345
A_T2,0.03,52.81,0.0345
A_T2,0.02,52.84,0.0345
A_T2,0.03,52.89,0.0345
A_T2,0.02,52.92,0.0345
A_T2,0.03,52.96,0.0345
A_T2,0.02,52.99,0.0345
A_T2,0.01,53.03,0.0345
A_T2,0.04,53.07,0.0345
A_T2,0.01,53.1,0.0345
A_T2,0.04,53.16,0.0345
A_T2,0.01,53.19,0.0345
A_T2,0.04,53.22,0.0345
A_T2,0.01,53.27,0.0345
A_T2,0.02,53.3,0.0345
A_T2,0.03,53.35,0.0345
A_T2,0.02,53.37,0.0345
A_T2,0.03,53.42,0.0345
A_T2,0.02,53.44,0.0345
A_T2,0.03,53.48,0.0345
A_T2,0.02,53.54,0.0345
A_T2,0.02,53.56,0.0345
A_T2,0.03,53.6,0.0345
A_T2,0.02,53.64,0.0345
A_T2,0.03,53.67,0.0345
A_T2,0.02,53.71,0.0345
A_T2,0.03,53.73,0.0345
A_T2,0.02,53.78,0.0345
A_T2,0.01,53.81,0.0345
A_T2,0.04,53.84,0.0345
A_T2,0.01,53.88,0.0345
A_T2,0.04,53.92,0.0345
A_T2,0.01,53.94,0.0345
A_T2,0.02,53.99,0.0345
A_T2,0.03,54.02,0.0345
A_T2,0.02,54.05,0.0345
A_T2,0.03,54.08,0.0345
A_T2,0.02,54.12,0.0345
A_T2,0.02,54.15,0.0345
A_T2,0.03,54.19,0.0345
A_T2,0.02,54.23,0.0345
A_T2,0.03,54.26,0.0345
A_T2,0.02,54.31,0.0345
A_T2,0.01,54.33,0.0345
A_T2,0.04,54.36,0.0345
A_T2,0.01,54.4,0.0345
A_T2,0.04,54.43,0.0345
A_T2,0.01,54.47,0.0345
A_T2,0.02,54.5,0.0345
A_T2,0.03,54.53,0.0345
A_T2,0.02,54.59,0.0345
A_T2,0.03,54.61,0.0345
A_T2,0.02,54.65,0.0345
A_T2,0.02,54.67,0.0345
A_T2,0.03,54.71,0.0345
A_T2,0.02,54.73,0.0345
A_T2,0.03,54.77,0.0345
A_T2,0.02,54.81,0.0345
A_T2,0.03,54.85,0.0345
A_T2,0.02,54.88,0.0345
A_T2,0.01,54.92,0.0345
A_T2,0.04,54.94,0.0345
A_T2,0.01,54.98,0.0345
A_T2,0.04,55.01,0.0345
A_T2,0.01,55.04,0.0345
A_T2,0.02,55.06,0.0345
A_T2,0.03,55.1,0.0345
A_T2,0.02,55.13,0.0345
A_T2,0.03,55.16,0.0345
A_T2,0.02,55.2,0.0345
A_T2,0.02,55.23,0.0345
A_T2,0.03,55.27,0.0345
A_T2,0.02,55.29,0.0345
A_T2,0.03,55.33,0.0345
A_T2,0.02,55.35,0.0345
A_T2,0.01,55.39,0.0345
A_T2,0.04,55.42,0.0345
A_T2,0.01,55.45,0.0345
A_T2,0.04,55.48,0.0345
A_T2,0.01,55.52,0.0345
A_T2,0.02,55.55,0.0345
A_T2,0.03,55.58,0.0345
A_T2,0.02,55.61,0.0345
A_T2,0.03,55.64,0.0345
A_T2,0.02,55.67,0.0345
A_T2,0.02,55.7,0.0345
A_T2,0.03,55.72,0.0345
A_T2,0.02,55.77,0.0345
A_T2,0.03,55.79,0.0345
A_T2,0.02,55.84,0.0345
A_T2,0.01,55.87,0.0345
A_T2,0.04,55.89,0.0345
A_T2,0.01,55.93,0.0345
A_T2,0.04,55.96,0.0345
A_T2,0.01,56,0.0345
A_T2,0.02,56.01,0.0345
A_T2,0.03,56.05,0.0345
A_T2,0.02,56.08,0.0345
A_T2,0.03,56.1,0.0345
A_T2,0.02,56.14,0.0345
A_T2,0.02,56.18,0.0345
A_T2,0.03,56.19,0.0345
A_T2,0.02,56.23,0.0345
A_T2,0.03,56.26,0.0345
A_T2,0.02,56.28,0.0345
A_T2,0.01,56.32,0.0345
A_T2,0.04,56.35,0.0345
A_T2,0.01,56.37,0.0345
A_T2,0.04,56.41,0.0345
A_T2,0.01,56.43,0.0345
A_T2,0.02,56.46,0.0345
A_T2,0.03,56.49,0.0345
A_T2,0.02,56.51,0.0345
A_T2,0.03,56.56,0.0345
A_T2,0.02,56.58,0.0345
A_T2,0.03,56.6,0.0345
A_T2,0.02,56.64,0.0345
A_T2,0.02,56.67,0.0345
A_T2,0.03,56.71,0.0345
A_T2,0.02,56.72,0.0345
A_T2,0.03,56.75,0.0345
A_T2,0.02,56.78,0.0345
A_T2,0.01,56.81,0.0345
A_T2,0.04,56.84,0.0345
A_T2,0.01,56.86,0.0345
A_T2,0.04,56.89,0.0345
A_T2,0.01,56.92,0.0345
A_T2,0.02,56.95,0.0345
A_T2,0.03,56.97,0.0345
A_T2,0.02,57,0.0345
A_T2,0.03,57.03,0.0345
A_T2,0.02,57.06,0.0345
A_T2,0.02,57.11,0.0345
A_T2,0.03,57.13,0.0345
A_T2,0.02,57.16,0.0345
A_T2,0.03,57.18,0.0345
A_T2,0.02,57.22,0.0345
A_T2,0.01,57.23,0.0345
A_T2,0.04,57.26,0.0345
A_T2,0.01,57.28,0.0345
A_T2,0.04,57.32,0.0345
A_T2,0.01,57.35,0.0345
A_T2,0.02,57.38,0.0345
A_T2,0.03,57.4,0.0345
A_T2,0.02,57.42,0.0345
A_T2,0.03,57.46,0.0345
A_T2,0.02,57.48,0.0345
A_T2,0.02,57.52,0.0345
A_T2,0.03,57.53,0.0345
A_T2,0.02,57.56,0.0345
A_T2,0.03,57.59,0.0345
A_T2,0.03,57.63,0.0345
A_T2,0.04,57.67,0.0345
A_T2,0.03,57.71,0.0345
A_T2,0.02,57.74,0.0345
A_T2,0.03,57.76,0.0345
A_T2,0.02,57.78,0.0345
A_T2,0.03,57.82,0.0345
A_T2,0.02,57.84,0.0345
A_T2,0.01,57.87,0.0345
A_T2,0.04,57.89,0.0345
A_T2,0.01,57.92,0.0345
A_T2,0.04,57.95,0.0345
A_T2,0.01,57.97,0.0345
A_T2,0.02,58,0.0345
A_T2,0.03,58.03,0.0345
A_T2,0.02,58.05,0.0345
A_T2,0.03,58.07,0.0345
A_T2,0.02,58.1,0.0345
A_T2,0.02,58.13,0.0345
A_T2,0.03,58.16,0.0345
A_T2,0.02,58.18,0.0345
A_T2,0.03,58.21,0.0345
A_T2,0.02,58.22,0.0345
A_T2,0.01,58.25,0.0345
A_T2,0.04,58.27,0.0345
A_T2,0.01,58.31,0.0345
A_T2,0.04,58.33,0.0345
A_T2,0.01,58.36,0.0345
A_T2,0.02,58.39,0.0345
A_T2,0.03,58.42,0.0345
A_T2,0.02,58.43,0.0345
A_T2,0.03,58.46,0.0345
A_T2,0.02,58.48,0.0345
A_T2,0.02,58.51,0.0345
A_T2,0.03,58.55,0.0345
A_T2,0.02,58.57,0.0345
A_T2,0.03,58.58,0.0345
A_T2,0.02,58.61,0.0345
A_T2,0.01,58.63,0.0345
A_T2,0.04,58.67,0.0345
A_T2,0.01,58.68,0.0345
A_T2,0.04,58.7,0.0345
A_T2,0.01,58.73,0.0345
A_T2,0.02,58.75,0.0345
A_T2,0.03,58.79,0.0345
A_T2,0.02,58.81,0.0345
A_T2,0.03,58.83,0.0345
A_T2,0.02,58.86,0.0345
A_T2,0.02,58.87,0.0345
A_T2,0.03,58.9,0.0345
A_T2,0.02,58.93,0.0345
A_T2,0.03,58.95,0.0345
A_T2,0.02,58.97,0.0345
A_T2,0.03,59,0.0345
A_T2,0.02,59.02,0.0345
A_T2,0.01,59.05,0.0345
A_T2,0.04,59.07,0.0345
A_T2,0.01,59.08,0.0345
A_T2,0.04,59.12,0.0345
A_T2,0.01,59.14,0.0345
A_T2,0.02,59.17,0.0345
A_T2,0.03,59.2,0.0345
A_T2,0.02,59.21,0.0345
A_T2,0.03,59.24,0.0345
A_T2,0.02,59.27,0.0345
A_T2,0.02,59.28,0.0345
A_T2,0.03,59.3,0.0345
A_T2,0.02,59.33,0.0345
A_T2,0.03,59.35,0.0345
A_T2,0.02,59.36,0.0345
A_T2,0.01,59.4,0.0345
A_T2,0.04,59.41,0.0345
A_T2,0.01,59.44,0.0345
A_T2,0.04,59.47,0.0345
A_T2,0.01,59.5,0.0345
A_T2,0.02,59.52,0.0345
A_T2,0.03,59.54,0.0345
A_T2,0.02,59.56,0.0345
A_T2,0.03,59.58,0.0345
A_T2,0.02,59.61,0.0345
A_T2,0.02,59.63,0.0345
A_T2,0.03,59.64,0.0345
A_T2,0.02,59.66,0.0345
A_T2,0.03,59.69,0.0345
A_T2,0.02,59.71,0.0345
A_T2,0.01,59.73,0.0345
A_T2,0.04,59.76,0.0345
A_T2,0.01,59.77,0.0345
A_T2,0.04,59.8,0.0345
A_T2,0.01,59.82,0.0345
A_T2,0.02,59.85,0.0345
A_T2,0.03,59.86,0.0345
A_T2,0.02,59.89,0.0345
A_T2,0.03,59.9,0.0345
A_T2,0.02,59.93,0.0345
A_T2,0.02,59.95,0.0345
A_T2,0.03,59.97,0.0345
A_T2,0.02,59.99,0.0345
A_T2,0.03,60.01,0.0345
A_T2,0.02,60.02,0.0345
A_T2,0.5,60.63,0.0345
A_T2,0.03,60.65,0.0345
A_T2,0.02,60.68,0.0345
A_T2,0.01,60.69,0.0345
A_T2,0.04,60.71,0.0345
A_T2,0.01,60.73,0.0345
A_T2,0.04,60.76,0.0345
A_T2,0.01,60.77,0.0345
A_T2,0.04,60.79,0.0345
A_T2,0.01,60.81,0.0345
A_T2,0.02,60.83,0.0345
A_T2,0.03,60.85,0.0345
A_T2,0.02,60.87,0.0345
A_T2,0.03,60.88,0.0345
A_T2,0.02,60.91,0.0345
A_T2,0.02,60.92,0.0345
A_T2,0.03,60.93,0.0345
A_T2,0.02,60.96,0.0345
A_T2,0.03,60.97,0.0345
A_T2,0.02,61,0.0345
A_T2,0.01,61.02,0.0345
A_T2,0.04,61.03,0.0345
A_T2,0.01,61.06,0.0345
A_T2,0.04,61.06,0.0345
A_T2,0.01,61.09,0.0345
A_T2,0.04,61.1,0.0345
A_T2,0.01,61.12,0.0345
A_T2,0.02,61.16,0.0345
A_T2,0.03,61.17,0.0345
A_T2,0.02,61.18,0.0345
A_T2,0.03,61.21,0.0345
A_T2,0.02,61.22,0.0345
A_T2,0.03,61.24,0.0345
A_T2,0.02,61.25,0.0345
A_T2,0.02,61.27,0.0345
A_T2,0.03,61.31,0.0345
A_T2,0.02,61.31,0.0345
A_T2,0.03,61.33,0.0345
A_T2,0.02,61.35,0.0345
A_T2,0.01,61.36,0.0345
A_T2,0.04,61.39,0.0345
A_T2,0.01,61.41,0.0345
A_T2,0.04,61.43,0.0345
A_T2,0.01,61.44,0.0345
A_T2,0.02,61.46,0.0345
A_T2,0.03,61.48,0.0345
A_T2,0.02,61.51,0.0345
A_T2,0.03,61.51,0.0345
A_T2,0.02,61.55,0.0345
A_T2,0.03,61.55,0.0345
A_T2,0.02,61.57,0.0345
A_T2,0.02,61.58,0.0345
A_T2,0.03,61.6,0.0345
A_T2,0.02,61.61,0.0345
A_T2,0.03,61.64,0.0345
A_T2,0.02,61.66,0.0345
A_T2,0.01,61.68,0.0345
A_T2,0.04,61.69,0.0345
A_T2,0.01,61.7,0.0345
A_T2,0.04,61.73,0.0345
A_T2,0.01,61.74,0.0345
A_T2,0.04,61.75,0.0345
A_T2,0.01,61.76,0.0345
A_T2,0.02,61.79,0.0345
A_T2,0.03,61.8,0.0345
A_T2,0.02,61.82,0.0345
A_T2,0.03,61.82,0.0345
A_T2,0.02,61.85,0.0345
A_T2,0.03,61.88,0.0345
A_T2,0.04,61.89,0.0345
A_T2,0.01,61.9,0.0345
A_T2,0.02,61.92,0.0345
A_T2,0.03,61.94,0.0345
A_T2,0.02,61.96,0.0345
A_T2,0.03,61.97,0.0345
A_T2,0.02,61.97,0.0345
A_T2,0.02,62,0.0345
A_T2,0.03,62.01,0.0345
A_T2,0.02,62.03,0.0345
A_T2,0.03,62.04,0.0345
A_T2,0.02,62.07,0.0345
A_T2,0.03,62.1,0.0345
A_T2,0.03,62.11,0.0345
A_T2,0.04,62.14,0.0345
A_T2,0.01,62.15,0.0345
A_T2,0.04,62.17,0.0345
A_T2,0.03,62.19,0.0345
A_T2,0.03,62.2,0.0345
A_T2,0.04,62.24,0.0345
A_T2,0.03,62.25,0.0345
A_T2,0.02,62.27,0.0345
A_T2,0.03,62.3,0.0345
A_T2,0.03,62.31,0.0345
A_T2,0.02,62.34,0.0345
A_T2,0.03,62.36,0.0345
A_T2,0.04,62.38,0.0345
A_T2,0.03,62.39,0.0345
A_T2,0.03,62.42,0.0345
A_T2,0.05,62.46,0.0345
A_T2,0.04,62.47,0.0345
A_T2,0.03,62.5,0.0345
A_T2,0.02,62.51,0.0345
A_T2,0.03,62.53,0.0345
A_T2,0.02,62.55,0.0345
A_T2,0.03,62.57,0.0345
A_T2,0.03,62.6,0.0345
A_T2,0.04,62.6,0.0345
A_T2,0.03,62.63,0.0345
A_T2,0.02,62.64,0.0345
A_T2,0.03,62.66,0.0345
A_T2,0.03,62.68,0.0345
A_T2,0.02,62.69,0.0345
A_T2,0.03,62.72,0.0345
A_T2,0.04,62.74,0.0345
A_T2,0.01,62.75,0.0345
A_T2,0.04,62.78,0.0345
A_T2,0.05,62.8,0.0345
A_T2,0.03,62.82,0.0345
A_T2,0.03,62.85,0.0345
A_T2,0.05,62.87,0.0345
A_T2,0.04,62.88,0.0345
A_T2,0.03,62.9,0.0345
A_T2,0.02,62.92,0.0345
A_T2,0.03,62.94,0.0345
A_T2,0.02,62.95,0.0345
A_T2,0.03,62.97,0.0345
A_T2,0.02,62.98,0.0345
A_T2,0.03,63,0.0345
A_T2,0.02,63.02,0.0345
A_T2,0.03,63.03,0.0345
A_T2,0.03,63.05,0.0345
A_T2,0.04,63.07,0.0345
A_T2,0.01,63.09,0.0345
A_T2,0.04,63.1,0.0345
A_T2,0.03,63.13,0.0345
A_T2,0.03,63.15,0.0345
A_T2,0.02,63.15,0.0345
A_T2,0.03,63.18,0.0345
A_T2,0.04,63.19,0.0345
A_T2,0.01,63.2,0.0345
A_T2,0.02,63.22,0.0345
A_T2,0.05,63.24,0.0345
A_T2,0.02,63.24,0.0345
A_T2,0.01,63.25,0.0345
A_T2,0.04,63.27,0.0345
A_T2,0.01,63.28,0.0345
A_T2,0.04,63.29,0.0345
A_T2,0.01,63.31,0.0345
A_T2,0.02,63.32,0.0345
A_T2,0.03,63.33,0.0345
A_T2,0.02,63.35,0.0345
A_T2,0.03,63.35,0.0345
A_T2,0.02,63.38,0.0345
A_T2,0.03,63.38,0.0345
A_T2,0.02,63.4,0.0345
A_T2,0.02,63.42,0.0345
A_T2,0.03,63.44,0.0345
A_T2,0.02,63.45,0.0345
A_T2,0.03,63.46,0.0345
A_T2,0.02,63.47,0.0345
A_T2,0.01,63.48,0.0345
A_T2,0.04,63.5,0.0345
A_T2,0.01,63.51,0.0345
A_T2,0.04,63.52,0.0345
A_T2,0.01,63.53,0.0345
A_T2,0.02,63.55,0.0345
A_T2,0.03,63.56,0.0345
A_T2,0.02,63.57,0.0345
A_T2,0.03,63.59,0.0345
A_T2,0.02,63.6,0.0345
A_T2,0.03,63.61,0.0345
A_T2,0.02,63.63,0.0345
A_T2,0.02,63.65,0.0345
A_T2,0.03,63.65,0.0345
A_T2,0.02,63.67,0.0345
A_T2,0.03,63.68,0.0345
A_T2,0.02,63.69,0.0345
A_T2,0.03,63.72,0.0345
A_T2,0.05,63.74,0.0345
A_T2,0.03,63.76,0.0345
A_T2,0.02,63.78,0.0345
A_T2,0.03,63.79,0.0345
A_T2,0.05,63.81,0.0345
A_T2,0.02,63.82,0.0345
A_T2,0.05,63.84,0.0345
A_T2,0.03,63.87,0.0345
A_T2,0.05,63.9,0.0345
A_T2,0.04,63.91,0.0345
A_T2,0.03,63.92,0.0345
A_T2,0.03,63.93,0.0345
A_T2,0.02,63.95,0.0345
A_T2,0.05,63.98,0.0345
A_T2,0.05,64,0.0345
A_T2,0.03,64.02,0.0345
A_T2,0.04,64.04,0.0345
A_T2,0.01,64.05,0.0345
A_T2,0.04,64.07,0.0345
A_T2,0.05,64.09,0.0345
A_T2,0.03,64.11,0.0345
A_T2,0.03,64.13,0.0345
A_T2,0.02,64.13,0.0345
A_T2,0.03,64.15,0.0345
A_T2,0.04,64.18,0.0345
A_T2,0.03,64.19,0.0345
A_T2,0.03,64.2,0.0345
A_T2,0.02,64.21,0.0345
A_T2,0.03,64.23,0.0345
A_T2,0.02,64.23,0.0345
A_T2,0.03,64.26,0.0345
A_T2,0.04,64.26,0.0345
A_T2,0.03,64.28,0.0345
A_T2,0.02,64.29,0.0345
A_T2,0.03,64.3,0.0345
A_T2,0.03,64.32,0.0345
A_T2,0.02,64.33,0.0345
A_T2,0.03,64.34,0.0345
A_T2,0.02,64.35,0.0345
A_T2,0.05,64.36,0.0345
A_T2,0.02,64.38,0.0345
A_T2,0.03,64.39,0.0345
A_T2,0.03,64.4,0.0345
A_T2,0.04,64.41,0.0345
A_T2,0.03,64.43,0.0345
A_T2,0.03,64.44,0.0345
A_T2,0.02,64.45,0.0345
A_T2,0.03,64.45,0.0345
A_T2,0.02,64.46,0.0345
A_T2,0.03,64.48,0.0345
A_T2,0.04,64.49,0.0345
A_T2,0.01,64.51,0.0345
A_T2,0.04,64.51,0.0345
A_T2,0.03,64.52,0.0345
A_T2,0.03,64.54,0.0345
A_T2,0.02,64.54,0.0345
A_T2,0.03,64.55,0.0345
A_T2,0.04,64.58,0.0345
A_T2,0.03,64.59,0.0345
A_T2,0.02,64.6,0.0345
A_T2,0.03,64.61,0.0345
A_T2,0.03,64.62,0.0345
A_T2,0.02,64.63,0.0345
A_T2,0.03,64.64,0.0345
A_T2,0.02,64.65,0.0345
A_T2,0.02,64.66,0.0345
A_T2,0.03,64.67,0.0345
A_T2,0.02,64.68,0.0345
A_T2,0.03,64.7,0.0345
A_T2,0.02,64.71,0.0345
A_T2,0.01,64.72,0.0345
A_T2,0.04,64.72,0.0345
A_T2,0.01,64.73,0.0345
A_T2,0.04,64.74,0.0345
A_T2,0.01,64.76,0.0345
A_T2,0.02,64.76,0.0345
A_T2,0.05,64.78,0.0345
A_T2,0.02,64.78,0.0345
A_T2,0.03,64.81,0.0345
A_T2,0.03,64.82,0.0345
A_T2,0.04,64.82,0.0345
A_T2,0.01,64.85,0.0345
A_T2,0.04,64.85,0.0345
A_T2,0.01,64.86,0.0345
A_T2,0.04,64.87,0.0345
A_T2,0.01,64.87,0.0345
A_T2,0.04,64.88,0.0345
A_T2,0.01,64.89,0.0345
A_T2,0.02,64.91,0.0345
A_T2,0.03,64.92,0.0345
A_T2,0.04,64.92,0.0345
A_T2,0.03,64.95,0.0345
A_T2,0.03,64.96,0.0345
A_T2,0.04,64.97,0.0345
A_T2,0.03,64.97,0.0345
A_T2,0.02,65,0.0345
A_T2,0.05,65.01,0.0345
A_T2,0.03,65.02,0.0345
A_T2,0.03,65.03,0.0345
A_T2,0.02,65.04,0.0345
A_T2,0.03,65.05,0.0345
A_T2,0.05,65.07,0.0345
A_T2,0.02,65.08,0.0345
A_T2,0.03,65.1,0.0345
A_T2,0.02,65.11,0.0345
A_T2,0.03,65.12,0.0345
A_T2,0.04,65.13,0.0345
A_T2,0.01,65.13,0.0345
A_T2,0.04,65.15,0.0345
A_T2,0.03,65.15,0.0345
A_T2,0.02,65.16,0.0345
A_T2,0.03,65.17,0.0345
A_T2,0.02,65.17,0.0345
A_T2,0.03,65.18,0.0345
A_T2,0.02,65.19,0.0345
A_T2,0.03,65.2,0.0345
A_T2,0.02,65.19,0.0345
A_T2,0.03,65.22,0.0345
A_T2,0.02,65.23,0.0345
A_T2,0.03,65.23,0.0345
A_T2,0.02,65.24,0.0345
A_T2,0.03,65.25,0.0345
A_T2,0.02,65.25,0.0345
A_T2,0.01,65.26,0.0345
A_T2,0.04,65.28,0.0345
A_T2,0.01,65.27,0.0345
A_T2,0.02,65.28,0.0345
A_T2,0.03,65.29,0.0345
A_T2,0.02,65.3,0.0345
A_T2,0.03,65.31,0.0345
A_T2,0.02,65.31,0.0345
A_T2,0.02,65.32,0.0345
A_T2,0.03,65.33,0.0345
A_T2,0.02,65.35,0.0345
A_T2,0.03,65.35,0.0345
A_T2,0.02,65.36,0.0345
A_T2,0.01,65.37,0.0345
A_T2,0.04,65.38,0.0345
A_T2,0.01,65.39,0.0345
A_T2,0.04,65.38,0.0345
A_T2,0.01,65.39,0.0345
A_T2,0.02,65.4,0.0345
A_T2,0.03,65.42,0.0345
A_T2,0.02,65.43,0.0345
A_T2,0.02,65.43,0.0345
A_T2,0.03,65.43,0.0345
A_T2,0.02,65.44,0.0345
A_T2,0.03,65.45,0.0345
A_T2,0.02,65.45,0.0345
A_T2,0.01,65.46,0.0345
A_T2,0.04,65.48,0.0345
A_T2,0.01,65.48,0.0345
A_T2,0.04,65.48,0.0345
A_T2,0.01,65.49,0.0345
A_T2,0.02,65.5,0.0345
A_T2,0.03,65.5,0.0345
A_T2,0.02,65.51,0.0345
A_T2,0.03,65.52,0.0345
A_T2,0.02,65.52,0.0345
A_T2,0.02,65.54,0.0345
A_T2,0.03,65.55,0.0345
A_T2,0.02,65.55,0.0345
A_T2,0.01,65.56,0.0345
A_T2,0.04,65.56,0.0345
A_T2,0.01,65.57,0.0345
A_T2,0.04,65.58,0.0345
A_T2,0.01,65.59,0.0345
A_T2,0.02,65.6,0.0345
A_T2,0.03,65.62,0.0345
A_T2,0.02,65.63,0.0345
A_T2,0.03,65.64,0.0345
A_T2,0.02,65.64,0.0345
A_T2,0.02,65.63,0.0345
A_T2,0.03,65.66,0.0345
A_T2,0.02,65.66,0.0345
A_T2,0.03,65.66,0.0345
A_T2,0.02,65.67,0.0345
A_T2,0.01,65.69,0.0345
A_T2,0.04,65.7,0.0345
A_T2,0.01,65.7,0.0345
A_T2,0.02,65.72,0.0345
A_T2,0.03,65.72,0.0345
A_T2,0.02,65.73,0.0345
A_T2,0.03,65.73,0.0345
A_T2,0.02,65.75,0.0345
A_T2,0.02,65.74,0.0345
A_T2,0.03,65.76,0.0345
A_T2,0.02,65.76,0.0345
A_T2,0.03,65.77,0.0345
A_T2,0.02,65.79,0.0345
A_T2,0.01,65.78,0.0345
A_T2,0.04,65.8,0.0345
A_T2,0.01,65.8,0.0345
A_T2,0.04,65.81,0.0345
A_T2,0.01,65.83,0.0345
A_T2,0.02,65.84,0.0345
A_T2,0.03,65.84,0.0345
A_T2,0.02,65.86,0.0345
A_T2,0.03,65.85,0.0345
A_T2,0.02,65.86,0.0345
A_T2,0.02,65.88,0.0345
A_T2,0.03,65.87,0.0345
A_T2,0.02,65.89,0.0345
A_T2,0.01,65.89,0.0345
A_T2,0.04,65.89,0.0345
A_T2,0.01,65.92,0.0345
A_T2,0.04,65.91,0.0345
A_T2,0.01,65.92,0.0345
A_T2,0.02,65.92,0.0345
A_T2,0.03,65.93,0.0345
A_T2,0.02,65.94,0.0345
A_T2,0.03,65.94,0.0345
A_T2,0.02,65.95,0.0345
A_T2,0.02,65.96,0.0345
A_T2,0.03,65.96,0.0345
A_T2,0.02,65.98,0.0345
A_T2,0.03,65.97,0.0345
A_T2,0.02,65.98,0.0345
A_T2,0.01,65.98,0.0345
A_T2,0.04,65.99,0.0345
A_T2,0.01,66,0.0345
A_T2,0.04,66,0.0345
A_T2,0.01,66.02,0.0345
A_T2,0.02,66.02,0.0345
A_T2,0.03,66.03,0.0345
A_T2,0.02,66.03,0.0345
A_T2,0.02,66.05,0.0345
A_T2,0.03,66.05,0.0345
A_T2,0.02,66.06,0.0345
A_T2,0.03,66.05,0.0345
A_T2,0.02,66.06,0.0345
A_T2,0.01,66.07,0.0345
A_T2,0.04,66.07,0.0345
A_T2,0.01,66.08,0.0345
A_T2,0.04,66.09,0.0345
A_T2,0.01,66.09,0.0345
A_T2,0.02,66.09,0.0345
A_T2,0.03,66.11,0.0345
A_T2,0.02,66.11,0.0345
A_T2,0.03,66.11,0.0345
A_T2,0.02,66.13,0.0345
A_T2,0.02,66.12,0.0345
A_T2,0.03,66.14,0.0345
A_T2,0.02,66.14,0.0345
A_T2,0.03,66.15,0.0345
A_T2,0.02,66.15,0.0345
A_T2,0.01,66.16,0.0345
A_T2,0.04,66.17,0.0345
A_T2,0.01,66.17,0.0345
A_T2,0.02,66.18,0.0345
A_T2,0.03,66.18,0.0345
A_T2,0.02,66.19,0.0345
A_T2,0.03,66.19,0.0345
A_T2,0.02,66.2,0.0345
A_T2,0.02,66.21,0.0345
A_T2,0.03,66.21,0.0345
A_T2,0.02,66.21,0.0345
A_T2,0.03,66.22,0.0345
A_T2,0.02,66.25,0.0345
A_T2,0.01,66.22,0.0345
A_T2,0.04,66.25,0.0345
A_T2,0.01,66.25,0.0345
A_T2,0.04,66.26,0.0345
A_T2,0.01,66.27,0.0345
A_T2,0.02,66.26,0.0345
A_T2,0.03,66.28,0.0345
A_T2,0.02,66.28,0.0345
A_T2,0.02,66.29,0.0345
A_T2,0.03,66.29,0.0345
A_T2,0.02,66.3,0.0345
A_T2,0.03,66.31,0.0345
A_T2,0.02,66.3,0.0345
A_T2,0.01,66.31,0.0345
A_T2,0.04,66.33,0.0345
A_T2,0.01,66.33,0.0345
A_T2,0.04,66.33,0.0345
A_T2,0.01,66.34,0.0345
A_T2,0.02,66.34,0.0345
A_T2,0.03,66.35,0.0345
A_T2,0.02,66.36,0.0345
A_T2,0.03,66.36,0.0345
A_T2,0.02,66.36,0.0345
A_T2,0.02,66.38,0.0345
A_T2,0.03,66.38,0.0345
A_T2,0.02,66.39,0.0345
A_T2,0.01,66.39,0.0345
A_T2,0.04,66.41,0.0345
A_T2,0.01,66.4,0.0345
A_T2,0.04,66.41,0.0345
A_T2,0.01,66.41,0.0345
A_T2,0.02,66.43,0.0345
A_T2,0.03,66.44,0.0345
A_T2,0.02,66.44,0.0345
A_T2,0.03,66.44,0.0345
A_T2,0.02,66.45,0.0345
A_T2,0.02,66.46,0.0345
A_T2,0.03,66.47,0.0345
A_T2,0.02,66.46,0.0345
A_T2,0.03,66.47,0.0345
A_T2,0.02,66.49,0.0345
A_T2,0.01,66.49,0.0345
A_T2,0.04,66.5,0.0345
A_T2,0.01,66.5,0.0345
A_T2,0.02,66.51,0.0345
A_T2,0.03,66.51,0.0345
A_T2,0.02,66.51,0.0345
A_T2,0.03,66.52,0.0345
A_T2,0.02,66.53,0.0345
A_T2,0.02,66.53,0.0345
A_T2,0.03,66.54,0.0345
A_T2,0.02,66.54,0.0345
A_T2,0.03,66.54,0.0345
A_T2,0.02,66.56,0.0345
A_T2,0.01,66.56,0.0345
A_T2,0.04,66.55,0.0345
A_T2,0.01,66.56,0.0345
A_T2,0.04,66.57,0.0345
A_T2,0.01,66.58,0.0345
A_T2,0.02,66.58,0.0345
A_T2,0.03,66.59,0.0345
A_T2,0.02,66.59,0.0345
A_T2,0.02,66.6,0.0345
A_T2,0.03,66.6,0.0345
A_T2,0.02,66.61,0.0345
A_T2,0.03,66.61,0.0345
A_T2,0.02,66.61,0.0345
A_T2,0.01,66.62,0.0345
A_T2,0.04,66.63,0.0345
